Brand,Model Name,Color,Display Size,Resolution,Operating System,Processor,Storage,RAM,Expandable Storage,Primary Camera,Secondary Camera,Connectivity,In Box
POCO,M5,Power Black,16.71 cm (6.58 inch),2400 x 1080 Pixels,Android 12,Mediatek Helio G99,128 GB,6 GB,MicroSD,50MP + 2MP Depth Sensor + 2MP Macro Sensor,"8MP Camera Setup: (f/2.0 Aperture, Pixel Size: 1.12um, Camera Feature: Portrait, HDR, Timed Burst, AI Beauty Mode, AI Filters, Movie Frame, Palm Shutter, Voice Shutter","4G, 3G, 2G","Handset, Power Adapter (22.5W), USB Type A-C Cable, Sim Ejector Tool, Transparent Case, Pre-Applied Screen Protector, User Guide, Warranty Card"
APPLE,iPhone 14,Purple,15.49 cm (6.1 inch),2532 x 1170 Pixels,iOS 16,"A15 Bionic Chip, 6 Core Processor",128 GB,6 GB,MicroSD,12MP + 12MP,12MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G","Handset, USB-C to Lightning Cable, Documentation"
Nokia,105 TA-1416 DS,Charcoal,4.5 cm (1.77 inch),160 x 128 Pixels,Symbian,SC6531E,32 MB,32 MB,MicroSD,No,Yes,2G,"Handset, Battery, Charger, User Guide"
REDMI,REDMI 10 Power,Sporty Orange,17.02 cm (6.7 inch),2400 x 1080 pixel,Android 13,Octa Core,128 GB,8 GB,MicroSD,Primary Camera,Yes,6000 mAh,Handset| Adapter | USB Type-C Cable | SIM Eject Tool | Protective Case | Quick Start Guide | Warranty Card
OnePlus,11R 5G,Galactic Silver,17.02 cm (6.7 inch),2772x1240,Android OxygenOS based on Android 13,Octa Core,256 GB,16 GB,MicroSD,Primary Camera,Yes,5000 mAh,"Phone, Data cable, SIM ejector tool, Protective case, Quick Guide"
REDMI,10,Caribbean Green,17.02 cm (6.7 inch),1650 x 720 Pixels,Android 11,Qualcomm Snapdragon 680,64 GB,4 GB,Dedicated Slot,50MP + 2MP,5MP Front Camera,"4G VOLTE, 4G, 3G, 2G","Handset, Adapter, USB Type C Cable, Sim Eject Tool, Quick Start Guide, Warranty Card"
Infinix,NOTE 12i,Metaverse Blue,17.02 cm (6.7 inch),2400 x 1080 Pixels,Android 12,Mediatek Helio G85,64 GB,4 GB,MicroSD,50 MP + 2 MP + QVGA,"8 MP Front Camera Setup: Camera Feature: AI Cam, Beauty, Portrait, AR Shots, Short Video, Wideselfie, Timelapse, Video Features: Film, 2K Video Recording","4G, 3G, 2G","Handset, Adaptor, USB Type-C Cable, TPU Case, Sim Ejector Pin, Quick Start Guide, Warranty Card, Xclub Card"
realme,C33,Night Sea,16.51 cm (6.5 inch),1600 x 720 Pixel,Android 12,Unisoc T612,64 GB,4 GB,MicroSD,50MP + 0.3MP,"5MP Camera Setup: (SmartSens SC501CS-CRMNN00, f/2.2 Aperture, FOV: 77 Degree, 1/5 inch Sensor Size, 1.12um Pixel Size, 3P Lens, Fixed Focus), CMOS, Camera Feature: Beauty, Filter, HDR","4G VOLTE, 4G, 3G, 2G","Handset, Adapter, USB Cable, Important Info Booklet with Warranty Card, Quick Guide, Sim Card Tool"
realme,C33,Sandy Gold,16.51 cm (6.5 inch),1600 x 720 Pixel,Android 12,Unisoc T612,64 GB,4 GB,MicroSD,50MP + 0.3MP,"5MP Camera Setup: (SmartSens SC501CS-CRMNN00, f/2.2 Aperture, FOV: 77 Degree, 1/5 inch Sensor Size, 1.12um Pixel Size, 3P Lens, Fixed Focus), CMOS, Camera Feature: Beauty, Filter, HDR","4G VOLTE, 4G, 3G, 2G","Handset, Adapter, USB Cable, Important Info Booklet with Warranty Card, Quick Guide, Sim Card Tool"
SAMSUNG,Guru Music 2,Gold,5.08 cm (2 inch),128 x 160 Pixels,208 MHz,Unisoc T612,NA,Yes,Yes,50MP + 0.3MP,"5MP Camera Setup: (SmartSens SC501CS-CRMNN00, f/2.2 Aperture, FOV: 77 Degree, 1/5 inch Sensor Size, 1.12um Pixel Size, 3P Lens, Fixed Focus), CMOS, Camera Feature: Beauty, Filter, HDR",Alphanumeric,"Handsfree, User Guide, Charger, Handset, Battery"
LAVA,A1 Josh 2021,Blue Silver L,4.5 cm (1.77 inch),160 x 128 Pixels,2G GSM: 900/1800 MHz,Unisoc T612,0 MB,32 GB,1000,No,No,2G,"Handset, Battery, Charger"
OPPO,A17,Midnight Black,16.66 cm (6.56 inch),1612 x 720 Pixels,Android 12,Mediatek Helio G35,64 GB,4 GB,MicroSD,50MP + 0.3MP + 0.3MP,5MP Front Camera,"4G VOLTE, 4G, 3G, 2G","Handset, Charger, 1 M Micro USB Data Cable, Sim Ejector Tool, Safety Guide, Quick Guide, TPU Protective Case, Screen Protector"
Infinix,Note 12 Pro 5G,Force Black,17.02 cm (6.7 inch),2400 x 1080 Pixels,Android 12,Mediatek Dimensity 810 5G,128 GB,8 GB,MicroSD,108MP + 2MP (Depth) + 2MP (Macro),"16MP AI Front Camera: (f/2.0 Aperture), Camera Feature: Super Night, AI Portrait, AI 3D Face Beauty, Wide Selfie, AR Shots, Timelapse, 2K Video Recording with Bokeh","5G, 4G, 3G, 2G","Handset, Adaptor, USB Type-C Cable, TPU Case, Protective Screen Guard, Sim Ejector Pin, Quick Start Guide, Warranty Card, Scratch Card"
Infinix,Note 12 Pro 5G,Snowfall,17.02 cm (6.7 inch),2400 x 1080 Pixels,Android 12,Mediatek Dimensity 810 5G,128 GB,8 GB,MicroSD,108MP + 2MP (Depth) + 2MP (Macro),"16MP AI Front Camera: (f/2.0 Aperture), Camera Feature: Super Night, AI Portrait, AI 3D Face Beauty, Wide Selfie, AR Shots, Timelapse, 2K Video Recording with Bokeh","5G, 4G, 3G, 2G","Handset, Adaptor, USB Type-C Cable, TPU Case, Protective Screen Guard, Sim Ejector Pin, Quick Start Guide, Warranty Card, Scratch Card"
SAMSUNG,Guru Music 2,White,5.08 cm (2 inch),128 x 160 Pixels,1,NA 0 Single Core 208MHz,NA,16 GB,MicroSD,NA,NA,2G,"Handsfree, Charger, Handset, Battery"
REDMI,REDMI 10 Power,Power Black,17.02 cm (6.7 inch),2400 x 1080 pixel,Android 13,Octa Core,128 GB,8 GB,MicroSD,Primary Camera,NA,6000 mAh,Handset| Adapter | USB Type-C Cable | SIM Eject Tool | Protective Case | Quick Start Guide | Warranty Card
realme,10 Pro+ 5G,Dark Matter,17.02 cm (6.7 inch),2412 x 1080 Pixel,Android 13,Mediatek Dimensity 1080 5G,128 GB,8 GB,MicroSD,108MP + 8MP + 2MP,"16MP Camera Setup: (S5K3P9SP04, f/2.45 Aperture, FOV: 82.3 Degree, Focal Length: 24 mm, 1/3.1 inch Sensor Size, 1.0um Pixel Size, 5P Lens, Fixed Focus), CMOS, EIS, Camera Feature: Photo, Beauty, AI Scene Recognition, Filter, Night, Portrait, Panoramic View","5G, 4G VOLTE, 4G, 3G, 2G","Handset, Adapter, USB Cable, Important Info Booklet with Warranty Card, Quick Guide, Sim Card Tool, Screen Protect Film, Case"
GFive,U707,Blue & Red,4.57 cm (1.8 inch),128 x 160$$Pixels,64 MB,32 MB,Yes,0.3MP Rear Camera,MicroSD,Yes,Yes,No,"Handset,Battery,Charger,User Manual"
GFive,U707,Black Red,4.57 cm (1.8 inch),320 x 480$$pixel,1.2 MHz,32 MB,32 MB,32 MB,Dedicated Slot,0.3MP Rear Camera,Yes,3G,"Handset,Battery,Charger,User Manual"
realme,C33,Sandy Gold,16.51 cm (6.5 inch),1600 x 720 Pixel,Android 12,Unisoc T612,32 GB,3 GB,MicroSD,50MP + 0.3MP,"5MP Camera Setup: (SmartSens SC501CS-CRMNN00, f/2.2 Aperture, FOV: 77 Degree, 1/5 inch Sensor Size, 1.12um Pixel Size, 3P Lens, Fixed Focus), CMOS, Camera Feature: Beauty, Filter, HDR","4G VOLTE, 4G, 3G, 2G","Handset, Adapter, USB Cable, Important Info Booklet with Warranty Card, Quick Guide, Sim Card Tool"
realme,C33,Aqua Blue,16.51 cm (6.5 inch),1600 x 720 Pixel,Android 12,Unisoc T612,32 GB,3 GB,MicroSD,50MP + 0.3MP,"5MP Camera Setup: (SmartSens SC501CS-CRMNN00, f/2.2 Aperture, FOV: 77 Degree, 1/5 inch Sensor Size, 1.12um Pixel Size, 3P Lens, Fixed Focus), CMOS, Camera Feature: Beauty, Filter, HDR","4G VOLTE, 4G, 3G, 2G","Handset, Adapter, USB Cable, Important Info Booklet with Warranty Card, Quick Guide, Sim Card Tool"
realme,C33,Night Sea,16.51 cm (6.5 inch),1600 x 720 Pixel,Android 12,Unisoc T612,32 GB,3 GB,MicroSD,50MP + 0.3MP,"5MP Camera Setup: (SmartSens SC501CS-CRMNN00, f/2.2 Aperture, FOV: 77 Degree, 1/5 inch Sensor Size, 1.12um Pixel Size, 3P Lens, Fixed Focus), CMOS, Camera Feature: Beauty, Filter, HDR","4G VOLTE, 4G, 3G, 2G","Handset, Adapter, USB Cable, Important Info Booklet with Warranty Card, Quick Guide, Sim Card Tool"
I,K100,Black,4.57 cm (1.8 inch),128 x 160$$pixel,Symbian,512 MHz,32 MB,32 MB,Dedicated Slot,50MP + 0.3MP,"5MP Camera Setup: (SmartSens SC501CS-CRMNN00, f/2.2 Aperture, FOV: 77 Degree, 1/5 inch Sensor Size, 1.12um Pixel Size, 3P Lens, Fixed Focus), CMOS, Camera Feature: Beauty, Filter, HDR",2G,"User Manual, Battery, Charger, User Manual , Mobile"
OPPO,A17,Sunlight Orange,16.66 cm (6.56 inch),1612 x 720 Pixels,Android 12,Mediatek Helio G35,64 GB,4 GB,MicroSD,50MP + 0.3MP + 0.3MP,5MP Front Camera,"4G VOLTE, 4G, 3G, 2G","Handset, Charger, 1 M Micro USB Data Cable, Sim Ejector Tool, Safety Guide, Quick Guide, TPU Protective Case, Screen Protector"
itel,It2171,City Blue,4.57 cm (1.8 inch),320 x 240$$Pixels,1 MHz,"GSM - 900, 1800 MHz",32 MB,32 MB,Micro SD,0.3MP Rear Camera,Yes,2G,"Handset, Battery, Charger, user manual, warranty card"
itel,It2171,Elegant Black,4.57 cm (1.8 inch),320 x 240$$Pixels,1 MHz,"GSM - 900, 1800 MHz",32 MB,32 MB,Micro SD,0.3MP Rear Camera,Yes,2G,"Handset, Battery, Charger, user manual, warranty card"
itel,It2171,deep blue,4.57 cm (1.8 inch),320 x 240$$pixel,1 MHz,"GSM - 900, 1800 MHz",32 MB,32 MB,Micro SD,0.3MP Rear Camera,Yes,No,"Handset, Battery, Charger, user manual, warranty card"
SAMSUNG,Galaxy M33 5G,Deep Ocean Blue,16.76 cm (6.6 inch),1080x2400 Pixels,Android 12,Octa Core,128 GB,6 GB,Micro SD,Primary Camera,Yes,6000 mAh,"Handset, Ejection Pin,Data Cable,Quick Start Guide"
Nokia,150 DS 2020,Red,6.1 cm (2.4 inch),320 x 240 Pixels,Series 30+,MediaTek,4 MB,4 MB,microSD,0.3MP Rear Camera,No,2G,"Handset, Battery, Micro USB Charger, Quick Start Guide"
Micromax,J22,Ocean Green,6.1 cm (2.4 inch),240x320$$Pixels,1.8 MHz,MediaTek,32 MB,32 MB,microSD,GSM,No,1000 mAh,"Mobile, battery, Charger , User guide"
REDMI,Note 12 Pro 5G,Glacier Blue,16.94 cm (6.67 inch),2400 x 1080 Pixels,Android 12,Mediatek Dimensity 1080,256 GB,8 GB,Yes,50MP (OIS) + 8MP + 2MP,"16 MP Front Camera: Camera Feature: Portrait Mode, Front Video Recording, Palm Shutter, Voice Shutter, Movie Frame, Night Mode, Slow Motion, Timelapse, AI Watermark, Long Exposure, Panorama, Short Video","5G, 4G VOLTE, 4G, 3G, 2G","Handset, 67 W Charger, USB Type-C Cable, Sim Eject Tool, Protective Case, Quick Start Guide, Warranty Card"
LAVA,Hero 600i,Green,4.57 cm (1.8 inch),128*160,0,Mediatek Dimensity 1080,3 MB,4 MB,micro sd,No,No,2G,"1 Handset, 1 Charger, 1 Battery"
Infinix,NOTE 12i,Force Black,17.02 cm (6.7 inch),2400 x 1080 Pixels,Android 12,Mediatek Helio G85,64 GB,4 GB,MicroSD,50 MP + 2 MP + QVGA,"8 MP Front Camera Setup: Camera Feature: AI Cam, Beauty, Portrait, AR Shots, Short Video, Wideselfie, Timelapse, Video Features: Film, 2K Video Recording","4G, 3G, 2G","Handset, Adaptor, USB Type-C Cable, TPU Case, Sim Ejector Pin, Quick Start Guide, Warranty Card, Xclub Card"
realme,Narzo 50,Speed Black,16.76 cm (6.6 inch),2412 x 1080 Pixels,Android 11,Mediatek Helio G96,128 GB,6 GB,Dedicated Slot,50MP + 2MP + 2MP,"16MP Camera Setup: Hynix Hi1634Q, f/2.05 Aperture, FOV: 79.3 Degree, CMOS, 1/3 Inch Sensor Size, 1.0 um Pixel Size, 5P Lens, Fixed Focus, Camera Feature: Ultra Steady Video, Night Mode, Panoramic View, Timelapse, Portrait Mode, HDR, AI Scene Recognition, AI Beauty, Filter, Chroma Boost, Slow Motion, EIS Video Stabilization","4G VOLTE, 4G, 3G, 2G","Handset, Adapter, USB Cable, Sim Card Tool, Screen Protect Film, TPU Case, Important Info Booklet with Warranty Card, Quick Guide"
realme,Narzo 50,Speed Blue,16.76 cm (6.6 inch),2412 x 1080 Pixels,Android 11,Mediatek Helio G96,64 GB,4 GB,Dedicated Slot,50MP + 2MP + 2MP,"16MP Camera Setup: Hynix Hi1634Q, f/2.05 Aperture, FOV: 79.3 Degree, CMOS, 1/3 Inch Sensor Size, 1.0 um Pixel Size, 5P Lens, Fixed Focus, Camera Feature: Ultra Steady Video, Night Mode, Panoramic View, Timelapse, Portrait Mode, HDR, AI Scene Recognition, AI Beauty, Filter, Chroma Boost, Slow Motion, EIS Video Stabilization","4G VOLTE, 4G, 3G, 2G","Handset, Adapter, USB Cable, Sim Card Tool, Screen Protect Film, TPU Case, Important Info Booklet with Warranty Card, Quick Guide"
SAMSUNG,Guru Music 2,Blue,5.08 cm (2 inch),128 x 160,0 0 0 208MHz,208 MHz,NA,Yes,Yes,50MP + 2MP + 2MP,"16MP Camera Setup: Hynix Hi1634Q, f/2.05 Aperture, FOV: 79.3 Degree, CMOS, 1/3 Inch Sensor Size, 1.0 um Pixel Size, 5P Lens, Fixed Focus, Camera Feature: Ultra Steady Video, Night Mode, Panoramic View, Timelapse, Portrait Mode, HDR, AI Scene Recognition, AI Beauty, Filter, Chroma Boost, Slow Motion, EIS Video Stabilization",Alphanumeric,"Handsfree, User Guide, Charger, Handset, Battery"
realme,9i 5G,Metallica Gold,16.76 cm (6.6 inch),2408 x 1080 Pixels,Android 12,Mediatek Dimensity 810 5G,64 GB,4 GB,Dedicated Slot,50MP + 2MP + 2MP,"8MP Camera Setup: (f/2.0 Aperture, FOV: 77 Degree, 4P Lens), Camera Feature: Portrait Mode, Timelapse, Panoramic View, Beauty Mode, HDR, Face Recognition, Filter, Night Mode, Bokeh Effect Control","5G, 4G, 3G, 2G","Handset, 18W Fast Charger, USB Type-C Cable, Protect Case, Sim Card Tool, Screen Protect Film, Quick Start Guide, Important Product Information (Including the Warranty Card)"
realme,9i 5G,Rocking Black,16.76 cm (6.6 inch),2408 x 1080 Pixels,Android 12,Mediatek Dimensity 810 5G,64 GB,4 GB,Dedicated Slot,50MP + 2MP + 2MP,"8MP Camera Setup: (f/2.0 Aperture, FOV: 77 Degree, 4P Lens), Camera Feature: Portrait Mode, Timelapse, Panoramic View, Beauty Mode, HDR, Face Recognition, Filter, Night Mode, Bokeh Effect Control","5G, 4G, 3G, 2G","Handset, 18W Fast Charger, USB Type-C Cable, Protect Case, Sim Card Tool, Screen Protect Film, Quick Start Guide, Important Product Information (Including the Warranty Card)"
Kechaoda,K112,Black,6.1 cm (2.4 inch),240 x 320 Pixels,"GSM-850,GSM-900,DCS-1800,PCS-1900",Mediatek Dimensity 810 5G,64 MB,32 MB,Dedicated Slot,0.3MP Rear Camera,"8MP Camera Setup: (f/2.0 Aperture, FOV: 77 Degree, 4P Lens), Camera Feature: Portrait Mode, Timelapse, Panoramic View, Beauty Mode, HDR, Face Recognition, Filter, Night Mode, Bokeh Effect Control",2G,"Handset, Earphone, Battery, Charger and User Manual"
REDMI,Note 12 Pro 5G,Glacier Blue,16.94 cm (6.67 inch),2400 x 1080 Pixels,Android 12,Mediatek Dimensity 1080,128 GB,6 GB,Yes,50MP (OIS) + 8MP + 2MP,"16 MP Front Camera: Camera Feature: Portrait Mode, Front Video Recording, Palm Shutter, Voice Shutter, Movie Frame, Night Mode, Slow Motion, Timelapse, AI Watermark, Long Exposure, Panorama, Short Video","5G, 4G VOLTE, 4G, 3G, 2G","Handset, 67 W Charger, USB Type-C Cable, Sim Eject Tool, Protective Case, Quick Start Guide, Warranty Card"
Motorola,a10,Rose Gold,4.57 cm (1.8 inch),160 x 128 Pixels,2G GSM: 900/1800 MHz,Mediatek Dimensity 1080,0 MB,32 GB,200,No,"16 MP Front Camera: Camera Feature: Portrait Mode, Front Video Recording, Palm Shutter, Voice Shutter, Movie Frame, Night Mode, Slow Motion, Timelapse, AI Watermark, Long Exposure, Panorama, Short Video",2G,"Handset, Charger, Battery"
Motorola,a10,Dark Blue,4.57 cm (1.8 inch),160 x 128 Pixels,2G GSM: 900/1800 MHz,Mediatek Dimensity 1080,0 MB,32 GB,No,No,No,2G,"Handset, Charger, Battery"
OPPO,A17k,Navy Blue,16.66 cm (6.56 inch),1612 x 720 Pixels,Android 12,Mediatek Helio P35,64 GB,3 GB,MicroSD,8MP Rear Camera,"5MP Front Camera Setup: (Galaxycore GC5035, 1/5 inch Sensor Size, 1.12um Pixel Size, f/2.2 Aperture, FOV: 76.8 Degree, 3P Lens, Equivalent Focal Length: 27 mm, Effective Focal Length: 2.25 mm), Camera Feature: Photo, Video, Panorama, Portrait, Timelapse, CMOS","4G VOLTE, 4G, 3G, 2G","Handset, Charger, Micro USB Data Cable, Sim Ejector Tool, Safety Guide, Quick Guide, TPU Protective Case"
OPPO,A17k,Gold,16.66 cm (6.56 inch),1612 x 720 Pixels,Android 12,Mediatek Helio P35,64 GB,3 GB,MicroSD,8MP Rear Camera,"5MP Front Camera Setup: (Galaxycore GC5035, 1/5 inch Sensor Size, 1.12um Pixel Size, f/2.2 Aperture, FOV: 76.8 Degree, 3P Lens, Equivalent Focal Length: 27 mm, Effective Focal Length: 2.25 mm), Camera Feature: Photo, Video, Panorama, Portrait, Timelapse, CMOS","4G VOLTE, 4G, 3G, 2G","Handset, Charger, Micro USB Data Cable, Sim Ejector Tool, Safety Guide, Quick Guide, TPU Protective Case"
OnePlus,Nord CE 2 Lite 5G,Black Dusk,16.74 cm (6.59 inch),2412 x 1080 Pixel,Android 12,Octa Core,128 GB,8 GB,MicroSD,8MP Rear Camera,"5MP Front Camera Setup: (Galaxycore GC5035, 1/5 inch Sensor Size, 1.12um Pixel Size, f/2.2 Aperture, FOV: 76.8 Degree, 3P Lens, Equivalent Focal Length: 27 mm, Effective Focal Length: 2.25 mm), Camera Feature: Photo, Video, Panorama, Portrait, Timelapse, CMOS",5000 mAh,"Handset,SIM Tray Ejector, Adapter, Phone Case, USB Cable"
realme,Narzo 50,Speed Blue,16.76 cm (6.6 inch),2412 x 1080 Pixels,Android 11,Mediatek Helio G96,128 GB,6 GB,Dedicated Slot,50MP + 2MP + 2MP,"16MP Camera Setup: Hynix Hi1634Q, f/2.05 Aperture, FOV: 79.3 Degree, CMOS, 1/3 Inch Sensor Size, 1.0 um Pixel Size, 5P Lens, Fixed Focus, Camera Feature: Ultra Steady Video, Night Mode, Panoramic View, Timelapse, Portrait Mode, HDR, AI Scene Recognition, AI Beauty, Filter, Chroma Boost, Slow Motion, EIS Video Stabilization","4G VOLTE, 4G, 3G, 2G","Handset, Adapter, USB Cable, Sim Card Tool, Screen Protect Film, TPU Case, Important Info Booklet with Warranty Card, Quick Guide"
Nothing,Phone (1),Black,16.64 cm (6.55 inch),2400 x 1080 Pixels,Android 12,Qualcomm Snapdragon 778G+,128 GB,8 GB,Dedicated Slot,50MP + 50MP,16 MP Camera: (Sony IMX471 Sensor),"5G, 4G, 3G, 2G","Handset, USB-C Cable, Sim Tray Ejector, Safety Information and Warranty Card"
OPPO,F19s,Glowing Gold,16.33 cm (6.43 inch),2400 × 1080 Pixels,Android 11,Qualcomm Snapdragon 662,128 GB,6 GB,microSD,48MP + 2MP + 2MP,"16MP Front Camera (Sony IMX 471, Lens Size: 1/3.09 inch, 1 um Pixel Size, f/2.4 Aperture, Focal length: 3.48 mm, FOV 78 Degree, 4:3 Aspect Ratio, 5P Lens, FF), CMOS Sensor, Camera Mode: Photo, Video, Panorama, Portrait, Night, Time-lapse, Selfie Beautification","4G VOLTE, 4G, 3G, 2G","Handset, Charger, Earphones, USB Data Cable, SIM Ejector Tool, Protective Case, Warranty Card, Quick Start Guide"
OPPO,Reno8T 5G,Sunrise Gold,17.02 cm (6.7 inch),2412 x 1080 Pixels,Android 13,Qualcomm Snapdragon 695,128 GB,8 GB,MicroSD,108MP + 2MP + 2MP,"32MP Front Camera Setup: (OmniVision OV32C, 1/3.14 inch Sensor Size, 0.70 um Pixel Size, f/2.4 Aperture, FOV: 89 Degree, Effective Focal Length: 2.87 mm, Equivalent Focal Length: 22 mm, 5P lens, Fixed Focus), Camera Feature: Night, Video, Photo, Portrait, Pano, Timelapse, Dual View Video, and Sticker, CMOS (Front Camera: 4-in-1)","5G, 4G VOLTE, 4G, 3G, 2G","Handset, Charger, USB Data Cable, Sim Ejector Tool, Quick Guide, Safety Guide, Protective Case"
REDMI,10A,Charcoal Black,16.59 cm (6.53 inch),1600X700 Pixels,Android,Octa Core,64 GB,4 GB,MicroSD,Primary Camera,"32MP Front Camera Setup: (OmniVision OV32C, 1/3.14 inch Sensor Size, 0.70 um Pixel Size, f/2.4 Aperture, FOV: 89 Degree, Effective Focal Length: 2.87 mm, Equivalent Focal Length: 22 mm, 5P lens, Fixed Focus), Camera Feature: Night, Video, Photo, Portrait, Pano, Timelapse, Dual View Video, and Sticker, CMOS (Front Camera: 4-in-1)",5000 mAh,"Phone, charger, Cable, Sim ejector"
REDMI,10A,Sea Blue,16.59 cm (6.53 inch),1600X700 Pixels,Android,Octa Core,32 GB,3 GB,MicroSD,Primary Camera,"32MP Front Camera Setup: (OmniVision OV32C, 1/3.14 inch Sensor Size, 0.70 um Pixel Size, f/2.4 Aperture, FOV: 89 Degree, Effective Focal Length: 2.87 mm, Equivalent Focal Length: 22 mm, 5P lens, Fixed Focus), Camera Feature: Night, Video, Photo, Portrait, Pano, Timelapse, Dual View Video, and Sticker, CMOS (Front Camera: 4-in-1)",5000 mAh,"Phone, charger, cable, simejector"
REDMI,10A,Slate Grey,16.59 cm (6.53 inch),1600 x 700 Pixel,Android,Octa Core,32 GB,3 GB,MicroSD,Primary Camera,"32MP Front Camera Setup: (OmniVision OV32C, 1/3.14 inch Sensor Size, 0.70 um Pixel Size, f/2.4 Aperture, FOV: 89 Degree, Effective Focal Length: 2.87 mm, Equivalent Focal Length: 22 mm, 5P lens, Fixed Focus), Camera Feature: Night, Video, Photo, Portrait, Pano, Timelapse, Dual View Video, and Sticker, CMOS (Front Camera: 4-in-1)",5000 mAh,"Phone,SIM Tray Ejector, Adapter, Phone Case, USB Cable"
Nokia,105 PLUS,Red,4.5 cm (1.77 inch),160 x 128 Pixels,MTK6261D,0.208 GHz,4 MB,4 MB,MicroSD,No,"32MP Front Camera Setup: (OmniVision OV32C, 1/3.14 inch Sensor Size, 0.70 um Pixel Size, f/2.4 Aperture, FOV: 89 Degree, Effective Focal Length: 2.87 mm, Equivalent Focal Length: 22 mm, 5P lens, Fixed Focus), Camera Feature: Night, Video, Photo, Portrait, Pano, Timelapse, Dual View Video, and Sticker, CMOS (Front Camera: 4-in-1)",2G,"Handset, Battery, Charger, User Guide"
REDMI,A1,Light Blue,16.56 cm (6.52 inch),1080 x 1920 pixels,Android,2.2 GHz,32 GB,2 GB,MicroSD,Primary Camera,"32MP Front Camera Setup: (OmniVision OV32C, 1/3.14 inch Sensor Size, 0.70 um Pixel Size, f/2.4 Aperture, FOV: 89 Degree, Effective Focal Length: 2.87 mm, Equivalent Focal Length: 22 mm, 5P lens, Fixed Focus), Camera Feature: Night, Video, Photo, Portrait, Pano, Timelapse, Dual View Video, and Sticker, CMOS (Front Camera: 4-in-1)",5000 mAh,"Handset, Power Adapter, Micro USB Cable, SIM Insertion Tool, Warranty Card, User Guide"
REDMI,10A,Sea Blue,16.59 cm (6.53 inch),1600 x 700 Pixels,Android,Octa Core,64 GB,4 GB,MicroSD,Primary Camera,"32MP Front Camera Setup: (OmniVision OV32C, 1/3.14 inch Sensor Size, 0.70 um Pixel Size, f/2.4 Aperture, FOV: 89 Degree, Effective Focal Length: 2.87 mm, Equivalent Focal Length: 22 mm, 5P lens, Fixed Focus), Camera Feature: Night, Video, Photo, Portrait, Pano, Timelapse, Dual View Video, and Sticker, CMOS (Front Camera: 4-in-1)",5000 mAh,"Phone, charger, Cable, Sim ejector"
APPLE,iPhone 12,Purple,15.49 cm (6.1 inch),2532 x 1170 Pixels,iOS 14,A14 Bionic Chip with Next Generation Neural Engine,128 GB,4 GB,MicroSD,12MP + 12MP,"TrueDepth Camera, 12MP Photos, f/2.2 Aperture, Smart HDR 3 for Photos, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High-Key Mono), Extended Dynamic Rnge for Video at 30 fps, Cinematic Video Stabilisation (4K, 1080p and 720p), 4K Video Recording at 24 fps, 30 fps or 60 fps, HDR Video Recording with Dolby Vision Upto 30 fps, 1080p HD Video Recording at 30 fps or 60 fps, Slow-motion Video Support for 1080p at 120 fps, Night Mode, Deep Fusion, QuickTake Video, Animoji and Memoji","5G, 4G, 3G, 2G","iPhone, USB-C to Lightning Cable, Documentation"
Infinix,Hot 20 5G,Racing Black,16.76 cm (6.6 inch),1080 x 2408 Pixels,Android 12,Dimensity 810,128 GB,6 GB,MicroSD,50MP + AI Lens,"8MP AI Camera : (f 2.0) with LED Flash, Front Camera Modes: Super Night, AI Portrait, AI 3D Face Beauty, WideSelfie, AR Shots, Time Lapse, 2K Video Recording with Bokeh","5G, 4G, 3G, 2G","Handset, Adaptor, USB Type-C Cable, TPU Case, SIM Ejector Pin, Quick Start Guide, Warranty Card, Xclub Card"
realme,10 Pro+ 5G,Hyperspace,17.02 cm (6.7 inch),2412 x 1080 Pixel,Android 13,Mediatek Dimensity 1080 5G,256 GB,8 GB,MicroSD,108MP + 8MP + 2MP,"16MP Camera Setup: (S5K3P9SP04, f/2.45 Aperture, FOV: 82.3 Degree, Focal Length: 24 mm, 1/3.1 inch Sensor Size, 1.0um Pixel Size, 5P Lens, Fixed Focus), CMOS, EIS, Camera Feature: Photo, Beauty, AI Scene Recognition, Filter, Night, Portrait, Panoramic View","5G, 4G VOLTE, 4G, 3G, 2G","Handset, Adapter, USB Cable, Important Info Booklet with Warranty Card, Quick Guide, Sim Card Tool, Screen Protect Film, Case"
realme,10 Pro+ 5G,Dark Matter,17.02 cm (6.7 inch),2412 x 1080 Pixel,Android 13,Mediatek Dimensity 1080 5G,256 GB,8 GB,MicroSD,108MP + 8MP + 2MP,"16MP Camera Setup: (S5K3P9SP04, f/2.45 Aperture, FOV: 82.3 Degree, Focal Length: 24 mm, 1/3.1 inch Sensor Size, 1.0um Pixel Size, 5P Lens, Fixed Focus), CMOS, EIS, Camera Feature: Photo, Beauty, AI Scene Recognition, Filter, Night, Portrait, Panoramic View","5G, 4G VOLTE, 4G, 3G, 2G","Handset, Adapter, USB Cable, Important Info Booklet with Warranty Card, Quick Guide, Sim Card Tool, Screen Protect Film, Case"
