Phone name,Rating,Number of ratings,RAM,Storage,Display,Camera,Battery,Processor
"LAVA Z61 Pro (Amber Red, 16 GB)",4,"4,774 Ratings",2 GB RAM ,16 GB ROM,13.84 cm (5.45 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,3100 mAh Lithium Polymer Battery,Unisoc Octa Core Processor
"Tecno Pop 5 Pro (Ice Blue, 32 GB)",4.2,402 Ratings,3 GB RAM ,32 GB ROM,16.56 cm (6.52 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,6000 mAh Battery,Helio A22 Processor
"POCO X4 Pro 5G (Laser Black, 128 GB)",4.1,"15,952 Ratings",8 GB RAM ,128 GB ROM,16.94 cm (6.67 inch) Full HD+ Super AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 695 5G Processor
"APPLE iPhone 12 mini (Black, 64 GB)",4.5,"1,25,244 Ratings",64 GB RO,64 GB ROM,13.72 cm (5.4 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,Ceramic Shield
BlackZone PORSCHE 911,3.8,430 Ratings,64 MB RAM ,64 MB ROM,3.66 cm (1.44 inch) Display,0.3MP Rear Camera,800 mAh Battery,1 Year Manufacturer Warranty for Device
"SAMSUNG Galaxy A13 (Blue, 128 GB)",4.1,700 Ratings,4 GB RAM ,128 GB ROM,16.76 cm (6.6 inch) Full HD+ Display,50MP + 5MP + 2MP + 2MP | 8MP Front Camera,5000 mAh Lithium Ion Battery,Exynos Octa Core Processor
"itel A23S (Sky Black, 32 GB)",3.5,77 Ratings,2 GB RAM ,32 GB ROM,12.7 cm (5 inch) Display,2MP Rear Camera,3020 mAh Battery,"One Time Screen Replacement within 100 days of purchase, 1 Year warranty on mobile device &  6 months on accessories."
"Infinix Hot 11S (7° Purple, 128 GB)",4.3,"49,109 Ratings",4 GB RAM ,128 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,50 MP + 2 MP + AI Lens | 8MP Front Camera,5000 mAh Li-ion Polymer Battery,Mediatek Helio G88 Processor
"Tecno Spark Go 2022 (Iris Purple, 32 GB)",4.3,784 Ratings,2 GB RAM ,32 GB ROM,16.56 cm (6.52 inch) Display,13MP Rear Camera,5000 mAh Battery,1 Year
MarQ by Flipkart M70 Shakti,4,"3,424 Ratings",32 MB RAM ,32 MB ROM,6.1 cm (2.4 inch) QVGA Display,0.3MP Rear Camera,3000 mAh Li-ion Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
MarQ by Flipkart M70 Shakti,4,"3,424 Ratings",32 MB RAM ,32 MB ROM,6.1 cm (2.4 inch) QVGA Display,0.3MP Rear Camera,3000 mAh Li-ion Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"APPLE iPhone 11 (Green, 64 GB)",4.6,"1,81,870 Ratings",64 GB RO,64 GB ROM,15.49 cm (6.1 inch) Liquid Retina HD Display,12MP + 12MP | 12MP Front Camera,A13 Bionic Chip Processor,Brand Warranty of 1 Year
"IQOO 9 SE 5G (Sunset Sierra, 256 GB)",4.1,55 Ratings,12 GB RAM ,256 GB ROM,16.81 cm (6.62 inch) Display,48MP Rear Camera,4500 mAh Battery,1 Year
itel Power 110,4.1,758 Ratings,4 MB RAM ,4 MB ROM |,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,2500 mAh Lithium-ion Battery,SC6531E Processor
Micromax X809,3.8,"4,906 Ratings",32 MB RAM ,32 MB ROM,7.11 cm (2.8 inch) Display,1MP Rear Camera,1000 mAh Battery,1 Year Warranty
"POCO X2 (Atlantis Blue, 128 GB)",4.5,"2,71,147 Ratings",6 GB RAM ,128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,64MP + 8MP + 2MP + 2MP | 20MP + 2MP Dual Front Camera,4500 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 730G Processor
"SAMSUNG Galaxy A52 (Awesome Black, 128 GB)",4.3,"2,139 Ratings",6 GB RAM ,128 GB ROM,16.51 cm (6.5 inch) Full HD+ Display,64MP + 12MP + 5MP + 5MP | 32MP Front Camera,4500 mAh Lithium-ion Battery,Qualcomm Snapdragon 720G Processor
"vivo Y15c (Wave Green, 64 GB)",4.1,"1,112 Ratings",3 GB RAM ,64 GB ROM,16.54 cm (6.51 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,5000 mAh Lithium Battery,Mediatek Helio P35 Processor
"vivo T1 Pro 5G (Turbo Black, 128 GB)",4.4,"7,755 Ratings",6 GB RAM ,128 GB ROM,16.36 cm (6.44 inch) Full HD+ AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,4700 mAh Lithium Battery,Qualcomm Snapdragon 778G 5G Mobile Platform Processor
"realme C21 (Cross Black, 32 GB)",4.4,"71,696 Ratings",3 GB RAM ,32 GB ROM,16.51 cm (6.5 inch) HD+ Display,13MP + 2MP + 2MP | 5MP Front Camera,5000 mAh Battery,MediaTek Helio G35 Processor
KARBONN K531,4.5,52 Ratings,32 MB RAM ,32 MB ROM,6.1 cm (2.4 inch) Quarter QVGA Display,0.3MP Rear Camera,1800 mAh Battery,1 Year Brand Warranty
"POCO X4 Pro 5G (Laser Black, 128 GB)",4.1,"15,952 Ratings",8 GB RAM ,128 GB ROM,16.94 cm (6.67 inch) Full HD+ Super AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 695 5G Processor
"SAMSUNG Galaxy A52 (Awesome Black, 128 GB)",4.3,"1,268 Ratings",8 GB RAM ,128 GB ROM,16.51 cm (6.5 inch) Full HD+ Display,64MP + 12MP + 5MP + 5MP | 32MP Front Camera,4500 mAh Lithium-ion Battery,Qualcomm Snapdragon 720G Processor
"vivo Y21G (Midnight Blue, 64 GB)",4.3,"2,083 Ratings",4 GB RAM ,64 GB ROM,16.54 cm (6.51 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,5000 mAh Lithium Battery,Mediatek MT6769 Helio G70 Processor
"POCO M5 (Power Black, 64 GB)",4.3,"3,085 Ratings",4 GB RAM ,64 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP Depth Sensor + 2MP Macro Sensor | 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Mediatek Helio G99 Processor
"vivo Y22 (Starlit Blue, 128 GB)",4.3,545 Ratings,6 GB RAM ,128 GB ROM,16.64 cm (6.55 inch) HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Lithium Battery,Mediatek Helio G70 Processor
"POCO X3 (Cobalt Blue, 128 GB)",4.3,"2,55,181 Ratings",6 GB RAM ,128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,64MP + 13MP + 2MP + 2MP | 20MP Front Camera,6000 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 732G Processor
"MOTOROLA Edge 30 Ultra (Interstellar Black, 256 GB)",4.3,255 Ratings,12 GB RAM ,256 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,200MP + 50MP + 12MP | 60MP Front Camera,4610 mAh Lithium Battery,Qualcomm Snapdragon 8+ Gen 1 Processor
"APPLE iPhone 14 Plus (Blue, 256 GB)",4.7,"3,134 Ratings",256 GB RO,256 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,"A15 Bionic Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
"realme narzo 50 5G (Hyper Blue, 64 GB)",4,11 Ratings,4 MB RAM ,64 GB ROM,16.76 cm (6.6 inch) Display,48MP Rear Camera,5000 mAh Battery,12Months Brand Warranty
"MOTOROLA G51 5G (Bright Silver, 64 GB)",4.1,"17,024 Ratings",4 GB RAM ,64 GB ROM,17.27 cm (6.8 inch) Full HD+ Display,50MP + 8MP + 2MP | 13MP Front Camera,5000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 480 Pro Processor
itel Muzik 110,4.1,348 Ratings,4 MB RAM ,4 MB ROM |,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1900 mAh Lithium-ion Battery,SC6531E Processor
"Infinix Note 12 TURBO (Force Black, 128 GB)",4.2,"7,697 Ratings",8 GB RAM ,128 GB ROM,17.02 cm (6.7 inch) Full HD+ AMOLED Display,50 MP + 2 MP Depth Lens + AI lens | 16MP Front Camera,5000 mAh Li-ion Polymer Battery,Mediatek Helio G96 Processor
"SAMSUNG Galaxy M32 Prime Edition (Black, 64 GB)",4.2,183 Ratings,4 GB RAM ,64 GB ROM,16.26 cm (6.4 inch) Display,64MP Rear Camera,6000 mAh Battery,12 months on phone & 6 months on accessories
"Tecno Spark 9T (Turquoise Cyan, 64 GB)",4.3,67 Ratings,4 GB RAM ,64 GB ROM,16.76 cm (6.6 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,MediaTek Helio G35 Processor
"POCO M4 Pro 5G (Power Black, 64 GB)",4.3,"37,804 Ratings",4 GB RAM ,64 GB ROM,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP | 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Mediatek Dimensity 810 Processor
"MOTOROLA G40 Fusion (Frosted Champagne, 128 GB)",4.2,"56,223 Ratings",6 GB RAM ,128 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,64MP + 8MP + 2MP | 16MP Front Camera,6000 mAh Battery,Qualcomm Snapdragon 732G Processor
"vivo T1 Pro 5G (Turbo Black, 128 GB)",4.4,"7,755 Ratings",6 GB RAM ,128 GB ROM,16.36 cm (6.44 inch) Full HD+ AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,4700 mAh Lithium Battery,Qualcomm Snapdragon 778G 5G Mobile Platform Processor
MTR MT322,3.8,63 Ratings,32 MB RAM ,32 MB ROM,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,1100 mAh Battery,6 MONTHS WARRENTY
"vivo Y53s (Fantastic Rainbow, 128 GB)",4.3,"18,871 Ratings",8 GB RAM ,128 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,64MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Battery,MediaTek Helio G80 Processor
"POCO X4 Pro 5G (Laser Black, 128 GB)",4.1,"15,952 Ratings",8 GB RAM ,128 GB ROM,16.94 cm (6.67 inch) Full HD+ Super AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 695 5G Processor
Cellecor R50,4.1,54 Ratings,32 MB RAM ,32 MB ROM,6.1 cm (2.4 inch) Display,0.8MP Rear Camera,2750 mAh Battery,1 Year Manufacturer Warranty
"Infinix Smart HD 2021 (Quartz Green, 32 GB)",4.3,"66,349 Ratings",2 GB RAM ,32 GB ROM,15.49 cm (6.1 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Li-ion Polymer Battery,MediaTek Helio A20 Processor
"OPPO A77 (Sky Blue, 128 GB)",4.3,289 Ratings,4 GB RAM ,128 GB ROM,16.66 cm (6.56 inch) HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Mediatek Helio G35 Processor
"OPPO A77 (Sunset Orange, 128 GB)",4.3,289 Ratings,4 GB RAM ,128 GB ROM,16.66 cm (6.56 inch) HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Mediatek Helio G35 Processor
"REDMI Note 9 (Arctic White, 64 GB)",4.3,"1,23,712 Ratings",4 GB RAM ,64 GB ROM,16.59 cm (6.53 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP | 13MP Front Camera,5020 mAh Battery,MediaTek Helio G85 Processor
GFive U707,3.6,"11,041 Ratings",32 MB RAM ,32 MB ROM,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,1 Year Manufacturer warranty.
"POCO X2 (Atlantis Blue, 128 GB)",4.5,"2,71,147 Ratings",6 GB RAM ,128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,64MP + 8MP + 2MP + 2MP | 20MP + 2MP Dual Front Camera,4500 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 730G Processor
"Nokia C 30 (Green, 32 GB)",3.9,64 Ratings,3 GB RAM ,32 GB ROM,17.32 cm (6.82 inch) HD+ Display,13MP + 2MP Dual Rear Camera | 5MP Front Camera | 5MP Front Camera,6000 mAh Li-Polymer Battery,Spreadtrum SC9863A Processor
"APPLE iPhone 14 (Blue, 512 GB)",4.7,"11,289 Ratings",512 GB RO,512 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,"A15 Bionic Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
MTR Mt312,3.6,845 Ratings,64 MB RAM ,64 MB ROM,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,800 mAh Battery,12 Months
"Infinix Note 11s (Haze Green, 64 GB)",4.3,"11,910 Ratings",6 GB RAM ,64 GB ROM,17.65 cm (6.95 inch) Full HD+ Display,50 MP + 2 MP Depth Lens + 2 MP Macro Lens | 16MP Front Camera,5000 mAh Li-ion Polymer Battery,MediaTek Helio G96 Processor
"realme Narzo 30A (Laser Blue, 32 GB)",4.3,"1,30,897 Ratings",3 GB RAM ,32 GB ROM,16.54 cm (6.51 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,6000 mAh Battery,MediaTek Helio G85 Processor
BlackZone PORSCHE 911,3.8,430 Ratings,64 MB RAM ,64 MB ROM,3.66 cm (1.44 inch) Display,0.3MP Rear Camera,800 mAh Battery,1 Year Manufacturer Warranty for Device
"realme Narzo 30 5G (Racing Blue, 64 GB)",4.3,"10,258 Ratings",4 GB RAM ,64 GB ROM,16.51 cm (6.5 inch) Full HD+ Display,48MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Battery,MediaTek Dimensity 700 (MT6833) Processor
"realme Narzo 30 5G (Racing Silver, 128 GB)",4.3,"84,518 Ratings",6 GB RAM ,128 GB ROM,16.51 cm (6.5 inch) Full HD+ Display,48MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Battery,MediaTek Dimensity 700 (MT6833) Processor
"SAMSUNG Galaxy A14 5G (Light Green, 64 GB)",4.5,28 Ratings,4 GB RAM ,64 GB ROM,16.76 cm (6.6 inch) HD+ Display,50MP + 2MP | 13MP Front Camera,5000 mAh Lithium Ion Battery,SEC S5E8535 (Exynos 1330) Processor
Cellecor E8 Plus,4.3,6 Ratings,32 MB RAM ,32 MB ROM,6.1 cm (2.4 inch) Display,0.8MP Rear Camera,2750 mAh Battery,1 year warranty for device and 6months warranty for accessories
"POCO M5 (Icy Blue, 128 GB)",4.3,"1,501 Ratings",6 GB RAM ,128 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP Depth Sensor + 2MP Macro Sensor | 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Mediatek Helio G99 Processor
"POCO X4 Pro 5G (Laser Black, 128 GB)",4.1,"15,952 Ratings",8 GB RAM ,128 GB ROM,16.94 cm (6.67 inch) Full HD+ Super AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 695 5G Processor
itel It2171,4.1,"3,827 Ratings",32 MB RAM ,32 MB ROM,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,1 year
"OPPO A15S (Rainbow Silver, 64 GB)",4.3,"5,594 Ratings",4 GB RAM ,64 GB ROM,16.56 cm (6.52 inch) Display,13MP Rear Camera,4230 mAh Battery,1 Year
"realme Narzo 30 (Racing Silver, 64 GB)",4.4,"1,06,143 Ratings",4 GB RAM ,64 GB ROM,16.51 cm (6.5 inch) Full HD+ Display,48MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Battery,MediaTek Helio G95 Processor
"realme Narzo 50 Pro 5G (Hyper Black, 128 GB)",4.4,28 Ratings,6 MB RAM ,128 GB ROM,16.26 cm (6.4 inch) Display,48MP Rear Camera,5000 mAh Battery,Dimensity 920 5G Processor Processor
"Infinix Note 12 TURBO (Jewel Blue, 128 GB)",4.2,"7,697 Ratings",8 GB RAM ,128 GB ROM,17.02 cm (6.7 inch) Full HD+ AMOLED Display,50 MP + 2 MP Depth Lens + AI lens | 16MP Front Camera,5000 mAh Li-ion Polymer Battery,Mediatek Helio G96 Processor
itel Power110Neo,5,5 Ratings,32 MB RAM ,32 MB ROM,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,2500 mAh Battery,1 Year Warranty for device 6 months for accessories 111 Days Replacement (Special offer)
"REDMI Note 9 (Arctic White, 64 GB)",4.3,"1,23,712 Ratings",4 GB RAM ,64 GB ROM,16.59 cm (6.53 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP | 13MP Front Camera,5020 mAh Battery,MediaTek Helio G85 Processor
"Tecno Pop 5 LTE (Turquoise Cyan, 32 GB)",4.2,731 Ratings,2 GB RAM ,32 GB ROM,16.56 cm (6.52 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Unisoc SC9863A Processor
"Nokia C01 Plus (Grey, 16 GB)",3.8,"4,213 Ratings",2 GB RAM ,16 GB ROM,13.84 cm (5.45 inch) HD+ Display,5MP Rear Camera | 2MP Front Camera,3000 mAh Li-ion Battery,Unisoc SC9863A Processor
"realme 8 (Cyber Black, 128 GB)",4.4,"1,21,770 Ratings",4 GB RAM ,128 GB ROM,16.26 cm (6.4 inch) Full HD+ Display,64MP + 8MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Battery,MediaTek Helio G95 Processor
"REDMI Note 11S (Horizon Blue, 128 GB)",4.2,"1,022 Ratings",8 GB RAM ,128 GB ROM,16.33 cm (6.43 inch) Display,108MP Rear Camera,5000 mAh Battery,1 Year Warranty
"realme 8 5G (Supersonic Blue, 128 GB)",4.4,"69,906 Ratings",8 GB RAM ,128 GB ROM,16.51 cm (6.5 inch) Full HD+ Display,48MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Battery,MediaTek Dimensity 700 (MT6833) Processor
Nokia 6310,3.9,"2,215 Ratings",8 MB RAM ,16 MB ROM,7.11 cm (2.8 inch) QVGA Display,0.3MP Rear Camera,1150 mAh Lithium Ion Battery,Unisoc 6531F Processor
"SAMSUNG Galaxy A13 (Black, 64 GB)",4.1,700 Ratings,4 GB RAM ,64 GB ROM,16.76 cm (6.6 inch) Full HD+ Display,50MP + 5MP + 2MP + 2MP | 8MP Front Camera,5000 mAh Lithium Ion Battery,Exynos Octa Core Processor
"vivo T1 Pro 5G (Turbo Black, 128 GB)",4.4,"7,755 Ratings",6 GB RAM ,128 GB ROM,16.36 cm (6.44 inch) Full HD+ AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,4700 mAh Lithium Battery,Qualcomm Snapdragon 778G 5G Mobile Platform Processor
